1	217	20
2	149	23
3	245	33
4	128	25
5	72	10
6	249	10
7	11	10
8	179	10
9	172	10
10	206	14
11	61	10
12	8	4
13	43	4
14	80	10
15	145	4
16	71	10
17	93	4
18	100	42
19	88	20
20	53	10
21	206	10
22	210	10
23	136	10
24	37	10
25	82	20
26	21	10
27	67	10
28	221	10
29	90	10
30	4	10
31	204	10
32	220	20
33	71	23
34	198	10
35	53	20
36	231	10
37	17	10
38	11	10
39	54	10
40	1	10
41	38	23
42	55	23
43	89	20
44	83	10
45	58	10
46	154	10
47	41	10
48	205	10
49	76	10
50	40	2
51	75	10
52	141	20
53	108	33
54	61	23
55	7	4
56	37	10
57	246	10
58	174	10
59	129	14
60	64	10
61	253	10
62	234	10
63	186	10
64	150	4
65	214	2
66	141	42
67	139	10
68	196	10
69	29	4
70	85	10
71	89	10
72	5	4
73	23	4
74	142	33
75	59	25
76	185	4
77	137	10
78	24	10
79	240	25
80	249	33
81	187	42
82	21	10
83	87	25
84	132	10
85	91	4
86	139	4
87	96	10
88	192	4
89	143	10
90	65	10
91	237	10
92	140	14
93	243	14
94	111	4
95	11	10
96	222	14
97	116	14
98	55	33
99	146	33
100	177	10
101	150	14
102	221	4
103	198	4
104	233	10
105	178	10
106	92	4
107	40	23
108	79	4
109	128	10
110	165	10
111	125	10
112	107	4
113	234	2
114	3	10
115	44	2
116	24	10
117	243	23
118	107	10
119	188	25
120	123	14
121	1	10
122	206	42
123	46	4
124	172	10
125	124	23
126	251	4
127	14	10
128	43	4
129	14	20
130	94	25
131	56	23
132	10	42
133	240	42
134	147	10
135	163	4
136	148	4
137	69	4
138	77	10
139	37	4
140	248	23
141	98	10
142	33	10
143	61	10
144	230	10
145	221	25
146	221	10
147	177	10
148	57	10
149	248	10
150	107	4
151	58	10
152	57	23
153	248	4
154	28	10
155	5	10
156	182	10
157	107	10
158	44	23
159	10	4
160	145	4
161	119	4
162	90	10
163	212	33
164	141	10
165	226	10
166	157	10
167	209	10
168	225	4
169	129	10
170	221	23
171	194	10
172	59	10
173	187	4
174	247	4
175	82	10
176	98	10
177	35	23
178	205	10
179	91	10
180	241	4
181	232	25
182	14	2
183	55	10
184	29	4
185	120	10
186	126	4
187	234	4
188	199	33
189	3	10
190	22	10
191	238	10
192	232	10
193	142	10
194	14	23
195	244	2
196	237	10
197	30	4
198	88	4
199	162	10
200	106	10
201	209	4
202	36	10
203	12	10
204	67	23
205	158	10
206	179	10
207	161	10
208	192	10
209	170	10
210	179	10
211	223	4
212	18	25
213	114	2
214	88	4
215	181	10
216	185	23
217	197	10
218	214	10
219	21	2
220	174	4
221	153	2
222	237	10
223	235	10
224	187	10
225	119	23
226	249	10
227	220	10
228	169	10
229	41	10
230	133	10
231	140	4
232	176	2
233	225	10
234	120	10
235	22	10
236	193	10
237	24	10
238	105	4
239	137	23
240	215	10
